역명,시도,호선목록,노선수,위도,경도,x,y,원수,원id,등급,회수일수,하루승차,첨두비중,단기외국인비중,관광명물,승하차출처
용인중앙시장,경기,에버라인,1,37.237911,127.209053,2152.08,2401.84,1,288,E,1.0,978,0.1871,,,실적
우장산,서울,5호선,1,37.548864,126.83633,476.88,1217.05,1,122,C,2.0,14565,0.1378,3.38,,실적
운길산,경기,경의중앙선,1,37.554659,127.310089,2393.07,713.24,1,315,E,1.0,644,0.0998,,,실적
운서,인천,인천국제공항선,1,37.492845,126.493662,52.92,1956.39,1,480,C,2.0,10397,0.1121,,,실적
운양,경기,김포도시철도,1,37.653861,126.683833,197.1,761.75,1,487,D,1.5,4629,0.2113,3.8,,실적
운연,인천,인천지하철 2호선,1,37.439533,126.759609,440.07,2005.72,1,475,E,1.0,,,,,
운정,경기,경의중앙선,1,37.725441,126.767076,407.09,289.23,1,376,D,1.5,7558,0.127,,,실적
운천,경기,경의중앙선,1,37.880008,126.769713,132.66,289.23,1,384,E,1.0,5,0.4792,5.63,,실적
워터파크,인천,자기부상철도,1,37.429227,126.434183,,,0,,E,1.0,,,,,
원당,경기,일산선,1,37.653103,126.842891,632.77,522.84,1,493,C,2.0,11066,0.1441,4.57,,실적
원덕,경기,경의중앙선,1,37.468585,127.547468,2433.64,899.76,1,322,E,1.0,327,0.1055,,,실적
원시,경기,서해선,1,37.302654,126.78679,790.75,2382.61,1,209,C,2.0,12497,0.1201,,,실적
원인재,인천,수인선|인천지하철 1호선,2,37.412642,126.687422,338.75,2099.9,1,643,D,1.5,4144,0.1131,,,실적
원종,경기,서해선,1,37.524063,126.804839,432.92,1374.07,1,202,D,1.5,5139,0.1265,3.41,,실적
원흥,경기,일산선,1,37.650709,126.873239,678.67,522.84,1,494,C,2.0,10625,0.1496,4.57,,실적
월계,서울,1호선,1,37.633114,127.058835,1757.45,490.88,1,358,D,1.5,5958,0.1398,2.44,,실적
월곡,서울,6호선,1,37.60192,127.041492,1664.1,585.44,1,300,C,2.0,10692,0.1454,3.02,,실적
월곶,경기,수인선,1,37.39189,126.742741,413.48,2234.72,1,442,D,1.5,2903,0.1321,7.75,,실적
월드컵경기장,서울,6호선,1,37.569439,126.899077,653.51,1051.68,1,25,D,1.5,4717,0.1743,3.75,,실적
월롱,경기,경의중앙선,1,37.796201,126.792574,269.75,289.23,1,379,E,1.0,1797,0.17,5.63,,실적
을지로3가,서울,2호선|3호선,2,37.566295,126.992194,1169.78,825.43,1,632,A,5.0,38435,0.184,13.85,Y,실적
을지로4가,서울,2호선|5호선,2,37.566596,126.998124,1268.47,815.25,1,633,B,3.0,21417,0.1667,11.43,Y,실적
을지로입구,서울,2호선,1,37.565998,126.982569,1105.46,847.41,1,243,S,8.0,51317,0.1849,15.67,Y,실적
응봉,서울,경의중앙선,1,37.550433,127.034824,1501.38,1219.55,1,296,E,1.0,1711,0.1427,4.86,,실적
응암,서울,6호선,1,37.59859,126.915583,936.07,575.69,1,518,B,3.0,16986,0.1725,2.81,,실적
의왕,경기,1호선,1,37.320648,126.948099,1081.3,2194.09,1,224,C,2.0,8617,0.1272,,,실적
의정부,경기,1호선,1,37.73873,127.045891,,,0,,B,3.0,18763,0.0871,,,실적
의정부시청,경기,의정부,1,37.739249,127.034854,1879.52,203.11,1,363,E,1.0,,,,,
의정부중앙,경기,의정부,1,37.743719,127.049633,2020.87,203.11,1,365,E,1.0,,,,,
이대,서울,2호선,1,37.556734,126.945897,866.49,1011.7,1,245,B,3.0,15247,0.0918,9.01,,실적
이매,경기,경강선|분당선,2,37.395291,127.12766,2011.36,2097.71,1,664,D,1.5,6348,0.093,2.9,,실적
이수,서울,7호선,1,37.485258,126.981766,,,0,,B,3.0,16832,0.0937,3.25,,실적
이천,경기,경강선,1,37.264222,127.442135,2344.61,2258.05,1,275,D,1.5,2989,0.1069,,,실적
이촌,서울,4호선|경의중앙선,2,37.5225,126.973583,1245.92,1341.73,1,594,B,3.0,15471,0.1242,4.75,,실적
이태원,서울,6호선,1,37.534485,126.994369,1316.29,1240.08,1,21,C,2.0,11474,0.1052,10.51,Y,실적
인덕원,경기,안산과천선,1,37.401901,126.976718,1114.46,2066.45,1,41,B,3.0,25136,0.1201,2.23,,실적
인천,인천,1호선|수인선,2,37.476364,126.61718,224.02,1976.93,1,642,D,1.5,4972,0.1074,,,실적
인천가좌,인천,인천지하철 2호선,1,37.489962,126.675284,,,0,,E,1.0,,,,,
인천공항1터미널,인천,인천국제공항선,1,37.447607,126.452343,52.92,2140.6,1,481,C,2.0,14397,0.0855,,,실적
인천공항2터미널,인천,인천국제공항선,1,37.46866,126.433415,52.92,2232.71,1,482,C,2.0,11981,0.0908,,,실적
인천국제공항,인천,자기부상철도,1,37.447222,126.4525,,,0,,E,1.0,,,,,
인천논현,인천,수인선,1,37.400641,126.722495,413.48,2175.51,1,440,D,1.5,5165,0.0935,,,실적
인천대공원,인천,인천지하철 2호선,1,37.448475,126.753051,440.07,1968.59,1,476,E,1.0,,,,,
인천대입구,인천,인천지하철 1호선,1,37.386239,126.639351,333.37,2297.77,1,405,C,2.0,10902,0.1089,3.64,,실적
인천시청,인천,인천지하철 1호선|인천지하철 2호선,2,37.45726,126.70187,333.59,1789.21,1,613,E,1.0,,,,,
인천터미널,인천,인천지하철 1호선,1,37.441917,126.699727,333.37,1943.14,1,397,C,2.0,8144,0.143,2.41,,실적
인하대,인천,수인선,1,37.448191,126.649832,224.03,2077.5,1,446,D,1.5,6171,0.1352,2.04,,실적
일산,경기,경의중앙선|서해선,2,37.682231,126.769521,515.22,335.08,1,602,C,2.0,9775,0.1617,3.1,,실적
일원,서울,3호선,1,37.48389,127.08416,1805.05,1919.27,1,58,C,2.0,10735,0.122,4.95,,실적
임진강,경기,경의중앙선,1,37.888364,126.746777,86.96,289.23,1,385,E,1.0,22,0.5864,5.63,,실적
임학,인천,인천지하철 1호선,1,37.545058,126.738642,236.79,1179.02,1,389,D,1.5,7682,0.1952,4.33,,실적
자양,서울,7호선,1,37.531558,127.066714,1742.22,1286.94,1,181,C,2.0,9923,0.1051,7.98,,실적
작전,인천,인천지하철 1호선,1,37.530271,126.722548,236.79,1331.23,1,386,E,1.0,,,,,
잠실,서울,2호선|8호선,2,37.513977,127.102198,1791.43,1453.2,1,658,S,8.0,100218,0.1052,5.74,,실적
잠실나루,서울,2호선,1,37.520688,127.103836,1794.07,1402.0,1,258,C,2.0,15049,0.1198,5.05,,실적
잠실새내,서울,2호선,1,37.520731,127.103738,1772.05,1505.54,1,257,B,3.0,23429,0.1176,5.05,,실적
잠원,서울,3호선,1,37.512989,127.011613,1431.62,1512.85,1,52,D,1.5,7117,0.1221,4.94,,실적
장기,경기,김포도시철도,1,37.644028,126.669,167.2,731.84,1,486,D,1.5,5046,0.2067,3.82,,실적
장기주차장,인천,자기부상철도,1,37.44385,126.455671,,,0,,E,1.0,,,,,
장승배기,서울,7호선,1,37.504845,126.939025,1097.46,1709.29,1,171,C,2.0,9473,0.1314,2.74,,실적
장암,서울,7호선,1,37.70015,127.053126,1984.06,322.83,1,354,E,1.0,2703,0.219,,,실적
장지,서울,8호선,1,37.478609,127.126229,1979.52,1872.24,1,96,B,3.0,16957,0.1022,3.26,,실적
장한평,서울,5호선,1,37.561438,127.064601,1885.76,972.26,1,134,B,3.0,19187,0.1406,5.78,,실적
전곡,경기,1호선,1,38.024041,127.071913,,,0,,E,1.0,1286,0.1087,,,실적
전대·에버랜드,경기,에버라인,1,37.285413,127.219509,2335.31,2401.84,1,292,E,1.0,,,,,
정릉,서울,우이신설선,1,37.60278,127.01345,1469.22,581.23,1,242,D,1.5,4496,0.1247,2.8,,실적
정발산,경기,일산선,1,37.659709,126.773254,355.69,522.97,1,67,D,1.5,7031,0.1067,2.97,,실적
정부과천청사,경기,안산과천선,1,37.426445,126.989802,1167.02,2066.61,1,40,C,2.0,12861,0.1941,3.05,,실적
정왕,경기,수인선|안산과천선,2,37.351816,126.742844,529.29,2289.77,1,579,C,2.0,8739,0.1018,8.22,,실적
정자,경기,분당선|신분당선,2,37.367124,127.108238,1928.67,2179.82,1,660,B,3.0,18129,0.1388,2.9,,실적
제기동,서울,1호선,1,37.578116,127.034902,1648.39,746.49,1,269,B,3.0,15058,0.0891,4.29,,실적
제물포,인천,1호선,1,37.466809,126.657165,224.02,1876.96,1,450,C,2.0,9933,0.1314,2.04,,실적
종각,서울,1호선,1,37.570203,126.983116,1047.83,793.25,1,231,A,5.0,38619,0.1904,13.07,Y,실적
종로3가,서울,1호선|3호선|5호선,3,37.571504,126.99126,1169.78,744.96,3,542|543|544,S,8.0,50193,0.1297,7.93,,실적
종로5가,서울,1호선,1,37.570971,127.0019,1268.64,746.48,1,232,B,3.0,23154,0.1301,8.34,,실적
종합운동장,서울,2호선|9호선,2,37.511082,127.075279,1739.77,1594.87,1,659,B,3.0,22085,0.2034,3.85,,실적
주안,인천,1호선|인천지하철 2호선,2,37.465138,126.679871,227.59,1781.51,1,641,B,3.0,17013,0.1099,2.04,,실적
주안국가산단,인천,인천지하철 2호선,1,37.473599,126.681102,155.66,1710.88,1,468,E,1.0,,,,,
주엽,경기,일산선,1,37.670138,126.761232,312.62,496.86,1,499,C,2.0,8730,0.1026,3.38,,실적
죽전,경기,분당선,1,37.324575,127.107385,1909.66,2296.1,1,422,C,2.0,12169,0.1122,2.59,,실적
중계,서울,7호선,1,37.645052,127.064084,1925.12,454.42,1,344,C,2.0,13930,0.1496,2.79,,실적
중곡,서울,7호선,1,37.565877,127.084291,1925.12,926.72,1,183,C,2.0,10509,0.1405,2.88,,실적
중동,경기,1호선,1,37.486664,126.764474,427.66,1642.22,1,213,C,2.0,8728,0.1633,3.15,,실적
중랑,서울,경의중앙선|경춘선,2,37.594948,127.076152,1854.85,706.86,1,558,D,1.5,5421,0.1426,3.55,,실적
중앙,경기,수인선|안산과천선,2,37.316055,126.838532,851.35,2289.77,1,583,B,3.0,17581,0.1019,8.03,,실적
중앙보훈병원,서울,9호선,1,37.528807,127.148488,2100.57,1486.06,1,86,C,2.0,12586,0.1465,4.35,,실적
중화,서울,7호선,1,37.602604,127.079254,1925.12,655.72,1,303,C,2.0,10742,0.1533,3.51,,실적
증미,서울,9호선,1,37.55785,126.861067,555.89,1117.42,1,109,D,1.5,7544,0.17,4.04,,실적
증산,서울,6호선,1,37.583989,126.909785,729.37,782.37,1,519,C,2.0,8777,0.165,2.92,,실적
지석,경기,에버라인,1,37.269737,127.136326,1783.56,2377.74,1,280,D,1.5,7401,0.1733,5.15,,실적
지식정보단지,인천,인천지하철 1호선,1,37.378021,126.645412,333.37,2267.31,1,406,C,2.0,9532,0.1094,3.64,,실적
지축,경기,3호선|일산선,2,37.648197,126.913148,770.55,522.84,1,495,D,1.5,7231,0.1429,4.45,,실적
지평,경기,경의중앙선,1,37.476496,127.629681,2433.64,957.7,1,324,E,1.0,56,0.227,,,실적
지행,경기,1호선,1,37.892361,127.055734,2070.13,93.97,1,15,D,1.5,6241,0.1129,,,실적
진위,경기,1호선,1,37.109771,127.062342,1029.29,2464.1,1,502,E,1.0,1584,0.1549,,,실적
진접,경기,진접선,1,37.720472,127.203167,2222.21,417.47,1,353,E,1.0,,,,,
창동,서울,1호선|4호선,2,37.653087,127.047204,1757.45,412.72,1,521,A,5.0,27358,0.1054,4.08,,실적
창신,서울,6호선,1,37.579772,127.015246,1501.02,713.54,1,22,D,1.5,3382,0.1685,6.0,,실적
천마산,경기,경춘선,1,37.658995,127.285731,2415.67,631.6,1,331,E,1.0,1540,0.1565,4.14,,실적
천왕,서울,7호선,1,37.486699,126.838684,653.15,1674.93,1,162,C,2.0,11399,0.175,7.59,,실적
천호,서울,5호선|8호선,2,37.538243,127.123359,1992.11,1256.31,1,646,A,5.0,39179,0.0871,2.98,,실적
철산,서울,7호선,1,37.47616,126.868217,718.1,1709.29,1,160,B,3.0,21421,0.1446,3.14,,실적
청계산입구,서울,신분당선,1,37.448715,127.05434,1596.18,2038.34,1,188,B,3.0,25366,0.1864,2.59,,실적
청구,서울,5호선|6호선,2,37.560229,127.013783,1485.76,977.89,1,645,D,1.5,7039,0.1321,6.82,,실적
청담,서울,7호선,1,37.519097,127.051851,1683.5,1345.37,1,180,B,3.0,17352,0.1967,6.81,,실적
청라국제도시,인천,인천국제공항선,1,37.556509,126.624725,52.92,1093.66,1,477,D,1.5,7688,0.151,,,실적
청량리,서울,1호선|경의중앙선,2,37.580096,127.046326,1725.1,762.75,1,553,A,5.0,40507,0.0837,4.57,,실적
청명,경기,분당선,1,37.259485,127.078945,1590.86,2296.1,1,431,D,1.5,4486,0.1527,4.09,,실적
청산,경기,1호선,1,37.995138,127.074097,,,0,,E,1.0,152,0.1135,,,실적
청평,경기,경춘선,1,37.735484,127.426541,2433.37,523.75,1,328,E,1.0,1897,0.099,,,실적
초당,경기,에버라인,1,37.260806,127.159469,1923.04,2401.84,1,282,E,1.0,,,,,
초월,경기,경강선,1,37.373389,127.299996,2220.91,2134.42,1,272,D,1.5,3569,0.1742,2.78,,실적
초지,경기,서해선|수인선|안산과천선,3,37.320416,126.806784,723.18,2284.49,1,675,D,1.5,4469,0.1543,,,실적
총신대입구,서울,4호선|7호선,2,37.48639,126.982037,1245.92,1714.76,1,652,B,3.0,18650,0.1058,3.3,,실적
춘의,경기,도시철도 7호선,1,37.50365,126.787069,506.32,1528.23,1,154,B,3.0,24454,0.1587,3.16,,실적
충무로,서울,3호선|4호선,2,37.561302,126.995473,1265.78,957.73,1,634,A,5.0,29629,0.1825,12.09,Y,실적
충정로,서울,2호선|5호선,2,37.559901,126.963619,985.42,900.54,1,635,C,2.0,14385,0.1757,6.5,,실적
캠퍼스타운,인천,인천지하철 1호선,1,37.388209,126.661985,333.37,2206.38,1,403,C,2.0,10757,0.1089,3.64,,실적
탄현,경기,경의중앙선,1,37.694114,126.761075,498.61,289.23,1,374,D,1.5,7258,0.161,,,실적
탑석,경기,의정부,1,37.733554,127.088906,2287.93,279.08,1,2,E,1.0,,,,,
태릉입구,서울,6호선|7호선,2,37.617319,127.074741,1925.12,579.27,1,563,C,2.0,13650,0.1146,4.13,,실적
태평,경기,분당선,1,37.439842,127.127746,2006.08,1992.28,1,417,C,2.0,12624,0.1479,3.42,,실적
테크노파크,인천,인천지하철 1호선,1,37.382311,126.656355,333.37,2236.84,1,404,C,2.0,10808,0.1088,3.64,,실적
퇴계원,경기,경춘선,1,37.648316,127.143858,2232.16,631.6,1,335,D,1.5,3195,0.1659,,,실적
파라다이스시티,인천,자기부상철도,1,37.437217,126.459858,,,0,,E,1.0,,,,,
파주,경기,경의중앙선,1,37.815391,126.792426,224.05,289.23,1,382,E,1.0,1135,0.1195,5.63,,실적
판교,경기,경강선|신분당선,2,37.395256,127.111173,1928.95,2097.71,1,663,D,1.5,5927,0.1519,2.9,,실적
팔당,경기,경의중앙선,1,37.547321,127.243896,2350.38,713.24,1,314,E,1.0,812,0.0991,,,실적
평내호평,경기,경춘선,1,37.653229,127.244452,2364.44,631.6,1,332,D,1.5,6003,0.147,4.14,,실적
평촌,경기,안산과천선,1,37.394346,126.963881,1068.46,2066.45,1,42,B,3.0,16625,0.1273,2.21,,실적
평택,경기,1호선,1,36.990559,127.085496,839.84,2472.37,1,509,C,2.0,12916,0.0767,,,실적
평택지제,경기,1호선,1,37.018822,127.070269,893.21,2472.37,1,504,D,1.5,4847,0.1216,,,실적
풍무,경기,김포도시철도,1,37.612333,126.732583,286.82,851.46,1,490,E,1.0,,,,,
풍산,경기,경의중앙선|서해선,2,37.672173,126.786355,515.22,380.99,1,601,D,1.5,6217,0.1393,2.87,,실적
하계,서울,7호선,1,37.636363,127.067999,1925.12,490.88,1,343,B,3.0,16782,0.132,2.08,,실적
하남검단산,서울,5호선,1,37.539729,127.223427,2400.46,1112.53,1,150,D,1.5,6736,0.1257,2.84,,실적
하남시청,서울,5호선,1,37.541723,127.206901,2344.41,1112.53,1,149,C,2.0,8468,0.1213,2.84,,실적
하남풍산,서울,5호선,1,37.552201,127.203897,2291.22,1112.53,1,148,D,1.5,4579,0.1044,2.84,,실적
학동,서울,7호선,1,37.514262,127.031738,1558.21,1470.48,1,179,B,3.0,20906,0.2464,4.55,,실적
학여울,서울,3호선,1,37.496757,127.070541,1710.37,1919.27,1,56,E,1.0,2152,0.1174,4.27,,실적
한강진,서울,6호선,1,37.53956,127.001729,1344.36,1212.14,1,19,C,2.0,9345,0.1517,9.52,,실적
한국항공대,경기,경의중앙선,1,37.603102,126.868291,,,0,,E,1.0,1806,0.113,,,실적
한남,서울,경의중앙선,1,37.529361,127.008984,1389.66,1331.34,1,295,D,1.5,3213,0.1425,7.97,,실적
한대앞,경기,수인선|안산과천선,2,37.309835,126.853581,912.52,2289.77,1,584,C,2.0,8622,0.1206,8.03,,실적
한성대입구,서울,4호선,1,37.58838,127.006751,1428.99,672.51,1,33,C,2.0,13473,0.0969,4.92,,실적
한성백제,서울,9호선,1,37.516369,127.116211,1956.07,1594.87,1,84,D,1.5,3442,0.1309,4.28,,실적
한양대,서울,2호선,1,37.55658,127.043504,1706.63,1049.75,1,261,C,2.0,8928,0.154,6.77,,실적
한티,서울,분당선,1,37.496208,127.052883,1608.73,1824.13,1,412,B,3.0,16021,0.1089,3.66,,실적
합동청사,인천,자기부상철도,1,37.440519,126.458654,,,0,,E,1.0,,,,,
합정,서울,2호선|6호선,2,37.549529,126.914052,760.48,1209.18,1,598,A,5.0,44656,0.1169,9.32,,실적
행당,서울,5호선,1,37.557297,127.029482,1575.83,972.26,1,131,D,1.5,7598,0.1782,3.75,,실적
행신,경기,경의중앙선,1,37.612125,126.834063,519.99,656.27,1,372,D,1.5,7023,0.1678,,,실적
혜화,서울,4호선,1,37.582116,127.001759,1398.36,703.13,1,32,A,5.0,37006,0.1067,6.19,,실적
호구포,인천,수인선,1,37.401622,126.708682,413.48,2145.9,1,439,D,1.5,3817,0.1555,,,실적
홍대입구,서울,2호선|경의중앙선|인천국제공항선,3,37.557356,126.925657,805.53,1117.42,2,535|536,S,8.0,94286,0.0956,12.71,Y,실적
홍제,서울,3호선,1,37.588851,126.944092,1063.57,562.54,1,64,B,3.0,17429,0.1377,2.91,,실적
화계,서울,우이신설선,1,37.63428,127.0175,1469.22,423.91,1,237,D,1.5,3644,0.1326,2.37,,실적
화곡,서울,5호선,1,37.541585,126.840436,527.31,1267.63,1,121,B,3.0,27663,0.1757,2.87,,실적
화랑대,서울,6호선,1,37.619875,127.084106,2013.63,588.14,1,306,C,2.0,10179,0.1786,3.17,,실적
화서,경기,1호선,1,37.28399,126.989581,1146.58,2259.39,1,226,C,2.0,11034,0.1387,3.18,,실적
화정,경기,일산선,1,37.634708,126.832503,586.87,522.84,1,492,B,3.0,16567,0.1054,4.57,,실적
회기,서울,1호선|경의중앙선,2,37.589702,127.057936,1766.84,704.71,2,555|557,B,3.0,24426,0.1073,4.62,,실적
회룡,경기,1호선|의정부,2,37.724545,127.047053,1910.29,253.53,1,565,C,2.0,12686,0.1485,,,실적
회현,서울,4호선,1,37.559698,126.979565,1245.92,1048.07,1,74,A,5.0,27467,0.1526,14.44,Y,실적
효자,경기,의정부,1,37.753985,127.077316,2196.65,203.11,1,369,E,1.0,,,,,
효창공원앞,서울,6호선|경의중앙선,2,37.539034,126.961844,1084.73,1283.08,1,591,C,2.0,10226,0.1216,6.51,,실적
흑석,서울,9호선,1,37.508889,126.963611,1214.79,1457.37,1,72,C,2.0,8436,0.1015,3.57,,실적
흥선,경기,의정부,1,37.743225,127.037176,1930.23,203.11,1,364,E,1.0,533,0.3026,,,실적
